timestamp,conn_id,data_size,offset,throughput
2026-09-02T21:59:57.5816837Z,conn2,34000,8500000,2.78
2026-09-02T21:59:57.5906369Z,conn2,34000,8568000,3.62
2026-09-02T21:59:57.5953485Z,conn2,34000,8636000,6.88
2026-09-02T21:59:57.5983476Z,conn1,34000,2414000,1.65
2026-09-02T21:59:57.6052676Z,conn2,34000,8704000,3.27
2026-09-02T21:59:57.6138742Z,conn2,34000,8772000,3.77
2026-09-02T21:59:57.6247018Z,conn2,34000,8840000,2.99
2026-09-02T21:59:57.6323874Z,conn2,34000,8908000,4.22
2026-09-02T21:59:57.6364368Z,conn1,34000,2482000,0.85
2026-09-02T21:59:57.638137Z,conn2,34000,8976000,5.64
2026-09-02T21:59:57.6452571Z,conn2,34000,9044000,4.55
2026-09-02T21:59:57.6578081Z,conn2,34000,9112000,2.58
2026-09-02T21:59:57.6668159Z,conn2,34000,9180000,3.60
2026-09-02T21:59:57.667524Z,conn1,34000,2550000,1.04
2026-09-02T21:59:57.6744079Z,conn2,34000,9248000,4.27
2026-09-02T21:59:57.6805602Z,conn2,34000,9316000,5.27
2026-09-02T21:59:57.686981Z,conn2,34000,9384000,5.05
2026-09-02T21:59:57.698422Z,conn1,34000,2618000,1.05
2026-09-02T21:59:57.7004522Z,conn2,34000,9452000,2.41
2026-09-02T21:59:57.7159307Z,conn2,34000,9520000,2.09
2026-09-02T21:59:57.7207442Z,conn2,34000,9588000,7.61
2026-09-02T21:59:57.7263203Z,conn2,34000,9656000,5.81
2026-09-02T21:59:57.7283421Z,conn1,34000,2686000,1.08
2026-09-02T21:59:57.7331511Z,conn2,34000,9724000,4.75
2026-09-02T21:59:57.7511233Z,conn2,34000,9792000,1.80
2026-09-02T21:59:57.752794Z,conn1,34000,2754000,1.33
2026-09-02T21:59:57.756277Z,conn2,34000,9860000,6.29
2026-09-02T21:59:57.7633836Z,conn2,34000,9928000,4.56
2026-09-02T21:59:57.7678897Z,conn2,34000,9996000,7.20
2026-09-02T21:59:57.7749787Z,conn2,34000,10064000,4.57
2026-09-02T21:59:57.789422Z,conn1,34000,2822000,0.89
2026-09-02T21:59:57.7926495Z,conn2,34000,10132000,1.83
2026-09-02T21:59:57.8024257Z,conn2,34000,10200000,3.32
2026-09-02T21:59:57.8103237Z,conn2,34000,10268000,4.11
2026-09-02T21:59:57.8171704Z,conn2,34000,10336000,4.74
2026-09-02T21:59:57.8182876Z,conn1,34000,2890000,1.12
2026-09-02T21:59:57.8258315Z,conn2,34000,10404000,3.74
2026-09-02T21:59:57.834915Z,conn2,34000,10472000,3.81
2026-09-02T21:59:57.8433363Z,conn1,34000,2958000,1.29
2026-09-02T21:59:57.8450793Z,conn2,34000,10540000,3.19
2026-09-02T21:59:57.8512113Z,conn2,34000,10608000,5.29
2026-09-02T21:59:57.8583099Z,conn2,34000,10676000,4.57
2026-09-02T21:59:57.8653988Z,conn2,34000,10744000,4.57
2026-09-02T21:59:57.876281Z,conn2,34000,10812000,2.98
2026-09-02T21:59:57.8773974Z,conn1,34000,3026000,0.95
2026-09-02T21:59:57.8825764Z,conn2,34000,10880000,5.15
2026-09-02T21:59:57.8910209Z,conn2,34000,10948000,3.84
2026-09-02T21:59:57.8972663Z,conn1,34000,3094000,1.70
2026-09-02T21:59:57.8994772Z,conn2,34000,11016000,4.11
2026-09-02T21:59:57.9055141Z,conn2,34000,11084000,5.37
2026-09-02T21:59:57.9178555Z,conn2,34000,11152000,2.63
2026-09-02T21:59:57.9235637Z,conn2,34000,11220000,5.68
